,artist,track,Week,Ranking
11122,"Houston, Whitney",My Love Is Your Love,36,101
11123,Joe,I Wanna Know,36,6
11124,"Jordan, Montell",Get It On.. Tonite,36,101
11125,N'Sync,Bye Bye Bye,36,101
11126,Eminem,The Real Slim Shady,36,101
11127,Pink,Most Girls,36,101
11128,"Mumba, Samantha",Gotta Tell You,36,101
11129,Blaque,Bring It All To Me,36,101
11130,"Elliott, Missy ""Misdemeanor""",Hot Boyz,36,101
11131,"Gray, Macy",I Try,36,101
11132,N'Sync,This I Promise You,36,101
11133,Ruff Endz,No More,36,101
11134,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,36,101
11135,Nine Days,Absolutely (Story Of A Girl),36,101
11136,"Dion, Celine",That's The Way It Is,36,101
11137,Blink-182,All The Small Things,36,101
11138,Eiffel 65,Blue (Da Ba Dee),36,101
11139,"Badu, Erkyah",Bag Lady,36,101
11140,Pink,There U Go,36,101
11141,Creed,Higher,36,16
11142,Nelly,(Hot S**t) Country Grammar,36,101
11143,Next,Wifey,36,101
11144,Kenny G,Auld Lang Syne (The Millenium Mix),36,101
11145,Sonique,It Feels So Good,36,101
11146,"Spears, Britney",Oops!.. I Did It Again,36,101
11147,"Backstreet Boys, The",Shape Of My Heart,36,101
11148,Everclear,Wonderful,36,101
11149,Ja Rule,Between Me And You,36,101
11150,"Rimes, LeAnn",I Need You,36,101
11151,Smash Mouth,Then The Morning Comes,36,101
11152,Jay-Z,I Just Wanna Love U (Give It 2 Me),36,101
11153,Jagged Edge,Let's Get Married,36,101
11154,Filter,Take A Picture,36,101
11155,"Martin, Ricky",She Bangs,36,101
11156,Mystikal,Shake Ya Ass,36,101
11157,BBMak,Back Here,36,101
11158,"Spears, Britney",From The Bottom Of My Broken Heart,36,101
11159,Third Eye Blind,Never Let You Go,36,101
11160,Red Hot Chili Peppers,Otherside,36,101
11161,Profyle,Liar,36,101
11162,Barenaked Ladies,Pinch Me,36,101
11163,Jagged Edge,He Can't Love U,36,101
11164,504 Boyz,Wobble Wobble,36,101
11165,Sting,Desert Rose,36,101
11166,Jay-Z,Big Pimpin',36,101
11167,Kid Rock,Only God Knows Why,36,101
11168,Foo Fighters,Learn To Fly,36,101
11169,"Dixie Chicks, The",Goodbye Earl,36,101
11170,Guy,Dancin',36,101
11171,Lil Bow Wow,Bounce With Me,36,101
11172,Westlife,Swear It Again,36,101
11173,Train,Meet Virginia,36,101
11174,"Thomas, Carl",I Wish,36,101
11175,Hanson,This Time Around,36,101
11176,"Simpson, Jessica",I Think I'm In Love With You,36,101
11177,Ludacris,What's Your Fantasy,36,101
11178,Lil' Zane,Callin' Me,36,101
11179,M2M,Don't Say You Love Me,36,101
11180,SoulDecision,Faded,36,101
11181,"Brock, Chad",Yes!,36,101
11182,"Martin, Ricky",Shake Your Bon-Bon,36,101
11183,Vertical Horizon,You're A God,36,101
11184,Avant,Separated,36,101
11185,"Rimes, LeAnn",Big Deal,36,101
11186,IMx,Stay The Night,36,101
11187,Dr. Dre,The Next Episode,36,101
11188,"Spears, Britney",Lucky,36,101
11189,Savage Garden,Crash And Burn,36,101
11190,Kandi,Don't Think I'm Not,36,101
11191,Sammie,I Like It,36,101
11192,Goo Goo Dolls,Broadway,36,101
11193,"Moore, Mandy",I Wanna Be With You,36,101
11194,Dr. Dre,Forgot About Dre,36,101
11195,D'Angelo,Untitled (How Does It Feel),36,101
11196,"Messina, Jo Dee",That's The Way,36,101
11197,Avant,My First Love,36,101
11198,Son By Four,A Puro Dolor (Purest Of Pain),36,101
11199,Da Brat,What'Chu Like,36,101
11200,DMX,Party Up (Up In Here),36,101
11201,"Dixie Chicks, The",Cowboy Take Me Away,36,101
11202,"McGraw, Tim",My Next Thirty Years,36,101
11203,"Tritt, Travis",Best Of Intentions,36,101
11204,Alice Deejay,Better Off Alone,36,101
11205,Hoku,Another Dumb Blonde,36,101
11206,"Houston, Whitney",I Learned From The Best,36,101
11207,Counting Crows,Hanginaround,36,101
11208,Mary Mary,Shackles (Praise You),36,101
11209,"Carey, Mariah",Crybaby,36,101
11210,"McGraw, Tim",My Best Friend,36,101
11211,Sugar Ray,Falls Apart,36,101
11212,Madonna,American Pie,36,101
11213,"Jones, Donell",Where I Wanna Be,36,101
11214,"Paisley, Brad",We Danced,36,101
11215,Lonestar,What About Now,36,101
11216,"Backstreet Boys, The",The One,36,101
11217,"Keith, Toby",How Do You Like Me Now?!,36,101
11218,"Strait, George",The Best Day,36,101
11219,"Dixie Chicks, The",Without You,36,101
11220,Musiq,Just Friends (Sunny),36,101
11221,"McEntire, Reba",What Do You Say,36,101
11222,"Braxton, Toni",Just Be A Man About It,36,101
11223,"Iglesias, Enrique",Rhythm Divine,36,101
11224,"Fabian, Lara",I Will Love Again,36,101
11225,Bon Jovi,It's My Life,36,101
11226,"Evans, Sara",Born To Fly,36,101
11227,"Chesney, Kenny",I Lost It,36,101
11228,J-Shin,One Night Stand,36,101
11229,Eve,Love Is Blind,36,101
11230,Aaliyah,I Don't Wanna,36,101
11231,"Montgomery, John Michael",The Little Girl,36,101
11232,"Carter, Aaron",Aaron's Party (Come Get It),36,101
11233,"Vassar, Phil",Just Another Day In Paradise,36,101
11234,Ice Cube,You Can Do It,36,101
11235,"Wills, Mark",Back At One,36,101
11236,Lucy Pearl,Dance Tonight,36,101
11237,"Jackson, Alan",It Must Be Love,36,101
11238,"Griggs, Andy",She's More,36,101
11239,No Doubt,Simple Kind Of Life,36,101
11240,"Jean, Wyclef",911,36,101
11241,Rascal Flatts,Prayin' For Daylight,36,101
11242,Vitamin C,Graduation (Friends Forever),36,101
11243,"Gilman, Billy",One Voice,36,101
11244,Lonestar,Smile,36,101
11245,"Rogers, Kenny",Buy Me A Rose,36,101
11246,"Lawrence, Tracy",Lessons Learned,36,101
11247,"Strait, George",Go On,36,101
11248,Sisqo,Got To Get It,36,101
11249,Baha Men,Who Let The Dogs Out,36,101
11250,"Walker, Clay",The Chain Of Love,36,101
11251,"McBride, Martina",Love's The Only House,36,101
11252,Amber,Sexual (Li Da Di),36,101
11253,"Tippin, Aaron",Kiss This,36,101
11254,SheDaisy,I Will.. But,36,101
11255,"Raye, Collin",Couldn't Last A Moment,36,101
11256,Black Rob,Whoa!,36,101
11257,"Jackson, Alan",Pop A Top,36,101
11258,"Black, Clint",Been There,36,101
11259,Common,The Light,36,101
11260,"Vassar, Phil",Carlene,36,101
11261,"Jackson, Alan",www.memory,36,101
11262,Vitamin C,The Itch,36,101
11263,"Eastsidaz, The",G'D Up,36,101
11264,Ideal,Whatever,36,101
11265,"Thomas, Carl",Emotional,36,101
11266,Ginuwine,None Of Ur Friends Business,36,101
11267,"Davidson, Clay",Unconditional,36,101
11268,DMX,What You Want,36,101
11269,"John, Elton",Someday Out Of The Blue,36,101
11270,Pearl Jam,Nothing As It Seems,36,101
11271,Mya,The Best Of Me,36,101
11272,"Heatherly, Eric",Flowers On The Wall,36,101
11273,Eminem,Stan,36,101
11274,"McEntire, Reba",I'll Be,36,101
11275,"Lopez, Jennifer",Feelin' Good,36,101
11276,"Urban, Keith",Your Everything,36,101
11277,TLC,Dear Lie,36,101
11278,"Gill, Vince",Feels Like Love,36,101
11279,"Houston, Whitney",Could I Have This Kiss Forever,36,101
11280,Bloodhound Gang,The Bad Touch,36,101
11281,"Williams, Robbie",Angels,36,101
11282,"Messina, Jo Dee",Because You Love Me,36,101
11283,"Keith, Toby",Country Comes To Town,36,101
11284,Beenie Man,Girls Dem Sugar,36,101
11285,"Hill, Faith",Let's Make Love,36,101
11286,Kelis,Caught Out There,36,101
11287,Jay-Z,Anything,36,101
11288,3 Doors Down,Loser,36,101
11289,Brooks & Dunn,You'll Always Be Loved By Me,36,101
11290,"Chesney, Kenny",What I Need To Do,36,101
11291,"Stone, Angie",No More Rain (In This Cloud),36,101
11292,Da Brat,That's What I'm Looking For,36,101
11293,SheDaisy,This Woman Needs,36,101
11294,Papa Roach,Last Resort,36,101
11295,"Adams, Yolanda",Open My Heart,36,101
11296,Shyne,Bad Boyz,36,101
11297,R.E.M.,The Great Beyond,36,101
11298,"Diffie, Joe",It's Always Somethin',36,101
11299,"McGraw, Tim",Some Things Never Change,36,101
11300,"Henley, Don",Taking You Home,36,101
11301,Eminem,The Way I Am,36,101
11302,Nas,You Owe Me,36,101
11303,Sister Hazel,Change Your Mind,36,101
11304,Puff Daddy,Best Friend,36,101
11305,"McBride, Martina",There You Are,36,101
11306,Usher,Pop Ya Collar,36,101
11307,Lil' Kim,No Matter What They Say,36,101
11308,LFO,I Don't Wanna Kiss You Goodnight,36,101
11309,SheDaisy,Deck The Halls,36,101
11310,Splender,I Think God Can Explain,36,101
11311,"Simpson, Jessica",Where You Are,36,101
11312,M2M,Mirror Mirror,36,101
11313,Kumbia Kings,U Don't Love Me,36,101
11314,Joe,Treat Her Like A Lady,36,101
11315,"Blige, Mary J.",Deep Inside,36,101
11316,"Price, Kelly",You Should've Told Me,36,101
11317,Changing Faces,That Other Woman,36,101
11318,"Wright, Chely",It Was,36,101
11319,Limp Bizkit,Rollin',36,101
11320,Hot Boys,I Need A Hot Girl,36,101
11321,Jay-Z,Do It Again (Put Ya Hands Up),36,101
11322,"Adkins, Trace",More,36,101
11323,"Dixie Chicks, The",Cold Day In July,36,101
11324,"Price, Kelly",As We Lay,36,101
11325,DMX,What's My Name,36,101
11326,"Martin, Ricky",Private Emotion,36,101
11327,Nine Days,If I Am,36,101
11328,"Blige, Mary J.",Give Me You,36,101
11329,Red Hot Chili Peppers,Californication,36,101
11330,Third Eye Blind,Deep Inside Of You,36,101
11331,"Brooks, Garth",Do What You Gotta Do,36,101
11332,"Offspring, The",Original Prankster,36,101
11333,"Anthony, Marc",My Baby You,36,101
11334,"Houston, Whitney","Same Script, Different Cast",36,101
11335,D'Angelo,Left & Right,36,101
11336,"Kravitz, Lenny",I Belong To You,36,101
11337,"Loveless, Patty",That's The Kind Of Mood I'm In,36,101
11338,Q-Tip,Breathe And Stop,36,101
11339,"Rimes, LeAnn",Can't Fight The Moonlight,36,101
11340,Lil Wayne,Tha Block Is Hot,36,101
11341,2 Pac,Baby Don't Cry (Keep Ya Head Up II),36,101
11342,"Wallflowers, The",Sleepwalker,36,101
11343,Drama,"Left, Right, Left",36,101
11344,Limp Bizkit,N 2 Gether Now,36,101
11345,Lox,"Ryde or Die, Chick",36,101
11346,Ying Yang Twins,Whistle While You Twurk,36,101
11347,"Walker, Clay","Live, Laugh, Love",36,101
11348,Metallica,No Leaf Clover (Live),36,101
11349,Yankee Grey,Another Nine Minutes,36,101
11350,"Bega, Lou",Tricky Tricky ,36,101
11351,Big Punisher,It's So Hard,36,101
11352,"Worley, Darryl",When You Need My Love,36,101
11353,Lil' Kim,How Many Licks?,36,101
11354,"Clark, Terri",A Little Gasoline,36,101
11355,"Brock, Chad",A Country Boy Can Survive,36,101
11356,"Cagle, Chris",My Love Goes On And On,36,101
11357,"Byrd, Tracy",Put Your Hand In Mine,36,101
11358,Metallica,I Disappear,36,101
11359,Jay-Z,Hey Papi,36,101
11360,Fatboy Slim,The Rockafeller Skank,36,101
11361,"Levert, Gerald",Mr. Too Damn Good,36,101
11362,"McKnight, Brian",Stay Or Let It Go,36,101
11363,"Allan, Gary",Smoke Rings In The Dark,36,101
11364,Ginuwine,The Best Man I Can Be,36,101
11365,Before Dark,Monica,36,101
11366,"Estefan, Gloria",No Me Dejes De Querer,36,101
11367,Stone Temple Pilots,Sour Girl,36,101
11368,Montgomery Gentry,Daddy Won't Sell The Farm,36,101
11369,"Cyrus, Billy Ray",You Won't Be Lonely Now,36,101
11370,Clark Family Experience,Meanwhile Back At The Ranch,36,101
11371,"Thomas, Carl",Summer Rain,36,101
11372,"Yearwood, Trisha",Real Live Woman,36,101
11373,Trick Daddy,Shut Up,36,101
11374,"Moore, Chante",Straight Up,36,101
11375,Cam'ron,What Means The World To You,36,101
11376,Juvenile,U Understand,36,101
11377,"Hollister, Dave",Can't Stay,36,101
11378,Tamia,Can't Go For That,36,101
11379,LFO,West Side Story,36,101
11380,"Paisley, Brad",Me Neither,36,101
11381,"Carter, Torrey",Take That,36,101
11382,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),36,101
11383,Madison Avenue,Don't Call Me Baby,36,101
11384,Eve,Got It All,36,101
11385,Limp Bizkit,Re-Arranged,36,101
11386,"Spencer, Tracie",Still In My Heart,36,101
11387,Nu Flavor,3 Little Words,36,101
11388,Tamar,If You Don't Wanna Love Me,36,101
11389,"Levert, Gerald",Baby U Are,36,101
11390,"Hart, Beth",L.A. Song,36,101
11391,"Diffie, Joe",The Quittin' Kind,36,101
11392,Funkmaster Flex,Do You,36,101
11393,"Price, Kelly",Love Sets You Free,36,101
11394,En Vogue,Riddle,36,101
11395,"Herndon, Ty",No Mercy,36,101
11396,Anastacia,I'm Outta Love,36,101
11397,Trina,Pull Over,36,101
11398,Lil' Mo,Ta Da,36,101
11399,A*Teens,Dancing Queen,36,101
11400,"Sheist, Shade",Where I Wanna Be,36,101
11401,De La Soul,All Good?,36,101
11402,"Larrieux, Amel",Get Up,36,101
11403,"Braxton, Toni",Spanish Guitar,36,101
11404,Tuesday,I Know,36,101
11405,LL Cool J,Imagine That,36,101
11406,Master P,Souljas,36,101
11407,Ghostface Killah,Cherchez LaGhost,36,101
11408,"Smith, Will",Freakin' It,36,101
11409,Zombie Nation,Kernkraft 400,36,101
11410,"Eastsidaz, The",Got Beef,36,101
11411,Fragma,Toca's Miracle,36,101
11412,Destiny's Child,Independent Women Part I,37,101
11413,Santana,"Maria, Maria",37,101
11414,Savage Garden,I Knew I Loved You,37,101
11415,Madonna,Music,37,101
11416,"Aguilera, Christina",Come On Over Baby (All I Want Is You),37,101
11417,Janet,Doesn't Really Matter,37,101
11418,Destiny's Child,Say My Name,37,101
11419,"Iglesias, Enrique",Be With You,37,101
11420,Sisqo,Incomplete,37,101
11421,Lonestar,Amazed,37,18
11422,N'Sync,It's Gonna Be Me,37,101
11423,"Aguilera, Christina",What A Girl Wants,37,101
11424,Vertical Horizon,Everything You Want,37,36
11425,Creed,With Arms Wide Open,37,5
11426,Aaliyah,Try Again,37,101
11427,matchbox twenty,Bent,37,38
11428,"Carey, Mariah",Thank God I Found You,37,101
11429,"Hill, Faith",Breathe,37,13
11430,Mya,Case Of The Ex (Whatcha Gonna Do),37,101
11431,Dream,He Loves U Not,37,101
11432,"Braxton, Toni",He Wasn't Man Enough,37,48
11433,"Anthony, Marc",You Sang To Me,37,101
11434,98¡,Give Me Just One Night (Una Noche),37,101
11435,Destiny's Child,Jumpin' Jumpin',37,101
11436,3 Doors Down,Kryptonite,37,5
11437,Sisqo,Thong Song,37,101
11438,"Aguilera, Christina",I Turn To You,37,101
11439,"Houston, Whitney",My Love Is Your Love,37,101
11440,Joe,I Wanna Know,37,9
11441,"Jordan, Montell",Get It On.. Tonite,37,101
11442,N'Sync,Bye Bye Bye,37,101
11443,Eminem,The Real Slim Shady,37,101
11444,Pink,Most Girls,37,101
11445,"Mumba, Samantha",Gotta Tell You,37,101
11446,Blaque,Bring It All To Me,37,101
11447,"Elliott, Missy ""Misdemeanor""",Hot Boyz,37,101
11448,"Gray, Macy",I Try,37,101
11449,N'Sync,This I Promise You,37,101
11450,Ruff Endz,No More,37,101
11451,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,37,101
11452,Nine Days,Absolutely (Story Of A Girl),37,101
11453,"Dion, Celine",That's The Way It Is,37,101
11454,Blink-182,All The Small Things,37,101
11455,Eiffel 65,Blue (Da Ba Dee),37,101
11456,"Badu, Erkyah",Bag Lady,37,101
11457,Pink,There U Go,37,101
11458,Creed,Higher,37,16
11459,Nelly,(Hot S**t) Country Grammar,37,101
11460,Next,Wifey,37,101
11461,Kenny G,Auld Lang Syne (The Millenium Mix),37,101
11462,Sonique,It Feels So Good,37,101
11463,"Spears, Britney",Oops!.. I Did It Again,37,101
11464,"Backstreet Boys, The",Shape Of My Heart,37,101
11465,Everclear,Wonderful,37,101
11466,Ja Rule,Between Me And You,37,101
11467,"Rimes, LeAnn",I Need You,37,101
11468,Smash Mouth,Then The Morning Comes,37,101
11469,Jay-Z,I Just Wanna Love U (Give It 2 Me),37,101
11470,Jagged Edge,Let's Get Married,37,101
11471,Filter,Take A Picture,37,101
11472,"Martin, Ricky",She Bangs,37,101
11473,Mystikal,Shake Ya Ass,37,101
11474,BBMak,Back Here,37,101
11475,"Spears, Britney",From The Bottom Of My Broken Heart,37,101
11476,Third Eye Blind,Never Let You Go,37,101
11477,Red Hot Chili Peppers,Otherside,37,101
11478,Profyle,Liar,37,101
11479,Barenaked Ladies,Pinch Me,37,101
11480,Jagged Edge,He Can't Love U,37,101
11481,504 Boyz,Wobble Wobble,37,101
11482,Sting,Desert Rose,37,101
11483,Jay-Z,Big Pimpin',37,101
11484,Kid Rock,Only God Knows Why,37,101
11485,Foo Fighters,Learn To Fly,37,101
11486,"Dixie Chicks, The",Goodbye Earl,37,101
11487,Guy,Dancin',37,101
11488,Lil Bow Wow,Bounce With Me,37,101
11489,Westlife,Swear It Again,37,101
11490,Train,Meet Virginia,37,101
11491,"Thomas, Carl",I Wish,37,101
11492,Hanson,This Time Around,37,101
11493,"Simpson, Jessica",I Think I'm In Love With You,37,101
11494,Ludacris,What's Your Fantasy,37,101
11495,Lil' Zane,Callin' Me,37,101
11496,M2M,Don't Say You Love Me,37,101
11497,SoulDecision,Faded,37,101
11498,"Brock, Chad",Yes!,37,101
11499,"Martin, Ricky",Shake Your Bon-Bon,37,101
11500,Vertical Horizon,You're A God,37,101
11501,Avant,Separated,37,101
11502,"Rimes, LeAnn",Big Deal,37,101
11503,IMx,Stay The Night,37,101
11504,Dr. Dre,The Next Episode,37,101
11505,"Spears, Britney",Lucky,37,101
11506,Savage Garden,Crash And Burn,37,101
11507,Kandi,Don't Think I'm Not,37,101
11508,Sammie,I Like It,37,101
11509,Goo Goo Dolls,Broadway,37,101
11510,"Moore, Mandy",I Wanna Be With You,37,101
11511,Dr. Dre,Forgot About Dre,37,101
11512,D'Angelo,Untitled (How Does It Feel),37,101
11513,"Messina, Jo Dee",That's The Way,37,101
11514,Avant,My First Love,37,101
11515,Son By Four,A Puro Dolor (Purest Of Pain),37,101
11516,Da Brat,What'Chu Like,37,101
11517,DMX,Party Up (Up In Here),37,101
11518,"Dixie Chicks, The",Cowboy Take Me Away,37,101
11519,"McGraw, Tim",My Next Thirty Years,37,101
11520,"Tritt, Travis",Best Of Intentions,37,101
11521,Alice Deejay,Better Off Alone,37,101
11522,Hoku,Another Dumb Blonde,37,101
11523,"Houston, Whitney",I Learned From The Best,37,101
11524,Counting Crows,Hanginaround,37,101
11525,Mary Mary,Shackles (Praise You),37,101
11526,"Carey, Mariah",Crybaby,37,101
11527,"McGraw, Tim",My Best Friend,37,101
11528,Sugar Ray,Falls Apart,37,101
11529,Madonna,American Pie,37,101
11530,"Jones, Donell",Where I Wanna Be,37,101
11531,"Paisley, Brad",We Danced,37,101
11532,Lonestar,What About Now,37,101
11533,"Backstreet Boys, The",The One,37,101
11534,"Keith, Toby",How Do You Like Me Now?!,37,101
11535,"Strait, George",The Best Day,37,101
11536,"Dixie Chicks, The",Without You,37,101
11537,Musiq,Just Friends (Sunny),37,101
11538,"McEntire, Reba",What Do You Say,37,101
11539,"Braxton, Toni",Just Be A Man About It,37,101
11540,"Iglesias, Enrique",Rhythm Divine,37,101
11541,"Fabian, Lara",I Will Love Again,37,101
11542,Bon Jovi,It's My Life,37,101
11543,"Evans, Sara",Born To Fly,37,101
11544,"Chesney, Kenny",I Lost It,37,101
11545,J-Shin,One Night Stand,37,101
11546,Eve,Love Is Blind,37,101
11547,Aaliyah,I Don't Wanna,37,101
11548,"Montgomery, John Michael",The Little Girl,37,101
11549,"Carter, Aaron",Aaron's Party (Come Get It),37,101
11550,"Vassar, Phil",Just Another Day In Paradise,37,101
11551,Ice Cube,You Can Do It,37,101
11552,"Wills, Mark",Back At One,37,101
11553,Lucy Pearl,Dance Tonight,37,101
11554,"Jackson, Alan",It Must Be Love,37,101
11555,"Griggs, Andy",She's More,37,101
11556,No Doubt,Simple Kind Of Life,37,101
11557,"Jean, Wyclef",911,37,101
11558,Rascal Flatts,Prayin' For Daylight,37,101
11559,Vitamin C,Graduation (Friends Forever),37,101
11560,"Gilman, Billy",One Voice,37,101
11561,Lonestar,Smile,37,101
11562,"Rogers, Kenny",Buy Me A Rose,37,101
11563,"Lawrence, Tracy",Lessons Learned,37,101
11564,"Strait, George",Go On,37,101
11565,Sisqo,Got To Get It,37,101
11566,Baha Men,Who Let The Dogs Out,37,101
11567,"Walker, Clay",The Chain Of Love,37,101
11568,"McBride, Martina",Love's The Only House,37,101
11569,Amber,Sexual (Li Da Di),37,101
11570,"Tippin, Aaron",Kiss This,37,101
11571,SheDaisy,I Will.. But,37,101
11572,"Raye, Collin",Couldn't Last A Moment,37,101
11573,Black Rob,Whoa!,37,101
11574,"Jackson, Alan",Pop A Top,37,101
11575,"Black, Clint",Been There,37,101
11576,Common,The Light,37,101
11577,"Vassar, Phil",Carlene,37,101
11578,"Jackson, Alan",www.memory,37,101
11579,Vitamin C,The Itch,37,101
11580,"Eastsidaz, The",G'D Up,37,101
11581,Ideal,Whatever,37,101
11582,"Thomas, Carl",Emotional,37,101
11583,Ginuwine,None Of Ur Friends Business,37,101
11584,"Davidson, Clay",Unconditional,37,101
11585,DMX,What You Want,37,101
11586,"John, Elton",Someday Out Of The Blue,37,101
11587,Pearl Jam,Nothing As It Seems,37,101
11588,Mya,The Best Of Me,37,101
11589,"Heatherly, Eric",Flowers On The Wall,37,101
11590,Eminem,Stan,37,101
11591,"McEntire, Reba",I'll Be,37,101
11592,"Lopez, Jennifer",Feelin' Good,37,101
11593,"Urban, Keith",Your Everything,37,101
11594,TLC,Dear Lie,37,101
11595,"Gill, Vince",Feels Like Love,37,101
11596,"Houston, Whitney",Could I Have This Kiss Forever,37,101
11597,Bloodhound Gang,The Bad Touch,37,101
11598,"Williams, Robbie",Angels,37,101
11599,"Messina, Jo Dee",Because You Love Me,37,101
11600,"Keith, Toby",Country Comes To Town,37,101
11601,Beenie Man,Girls Dem Sugar,37,101
11602,"Hill, Faith",Let's Make Love,37,101
11603,Kelis,Caught Out There,37,101
11604,Jay-Z,Anything,37,101
11605,3 Doors Down,Loser,37,101
11606,Brooks & Dunn,You'll Always Be Loved By Me,37,101
11607,"Chesney, Kenny",What I Need To Do,37,101
11608,"Stone, Angie",No More Rain (In This Cloud),37,101
11609,Da Brat,That's What I'm Looking For,37,101
